total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,n_trades,win_rate,avg_trade_return,avg_winner,avg_loser,profit_factor,exposure_fraction,total_costs,final_equity,start,end
-0.07251985701719144,-0.014979389649676822,0.10591132859091633,-0.08973215714765828,-0.28516722824631247,-0.05252844003778166,16,0.625,-0.0019180666019174373,0.02459747744686752,-0.04611064001655904,0.8573782479828089,0.5449482895783612,7416.499178882083,92748.01429828086,2020-01-02,2024-12-30
