total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,n_trades,win_rate,avg_trade_return,avg_winner,avg_loser,profit_factor,exposure_fraction,total_costs,final_equity,start,end
0.6752793250658675,0.07667645734285466,0.16870903519678562,0.5231551005365535,-0.2963065594012412,0.2587740801209326,32,0.71875,0.018942108636173984,0.04150513382611493,-0.038718955738119586,2.1901189457498798,0.43863636363636366,18481.93838031473,167527.93250658675,2018-01-02,2024-12-30
