side,entry_date,entry_price_a,entry_price_b,beta,entry_equity,exit_date,exit_price_a,exit_price_b,exit_equity,pnl,return,forced_close
short_spread,2020-01-22,50.517032623291016,85.5538330078125,0.9108268012966697,144987.5212453919,2020-02-11,46.16304016113281,84.27315521240234,151614.66240596934,6627.141160577448,0.04570835547537218,
long_spread,2020-02-19,46.018150329589844,84.89784240722656,0.9108268012966697,151346.6260340532,2020-02-26,40.42793655395508,75.16150665283203,158628.83981242348,7282.213778370293,0.048116128976220356,
short_spread,2020-03-02,41.0914421081543,74.04986572265625,0.9108268012966697,158364.70198013447,2020-03-06,36.37065887451172,73.07621765136719,167798.74603042635,9434.04405029188,0.05957163390788498,
short_spread,2020-03-10,33.10652160644531,65.14916229248047,0.9108268012966697,167519.50761993002,2020-03-16,26.303709030151367,53.43488311767578,154734.33133969907,-12785.176280230953,-0.07632052208055728,
short_spread,2020-03-17,28.07305145263672,54.193851470947266,0.9108268012966697,154458.50003590045,2020-04-09,32.89299011230469,64.63551330566406,173626.78880198704,19168.288766086596,0.12409992821134061,
short_spread,2020-09-09,30.085691452026367,63.152503967285156,0.9108268012966697,173335.59827118568,2020-11-10,29.926572799682617,65.5514144897461,182449.68719909765,9114.088927911973,0.05258059520845146,
long_spread,2020-11-16,30.982046127319336,70.19927978515625,0.9108268012966697,182143.3115930538,2020-12-23,33.913002014160156,68.61385345458984,193201.56279686844,11058.251203814638,0.06071181591625544,
short_spread,2021-02-08,42.2999153137207,73.25003051757812,0.9108268012966697,192943.83649766337,2021-02-25,46.04026794433594,83.11231994628906,204682.45667683994,11738.620179176563,0.06083957068677196,
short_spread,2021-05-20,49.2911491394043,85.12429809570312,0.9108268012966697,204425.15969046243,2021-08-02,48.235633850097656,83.53785705566406,203725.59048247084,-699.5692079915898,-0.003422128709846025,
long_spread,2021-10-08,52.87752914428711,90.01241302490234,0.9108268012966697,203470.54216694014,2022-01-25,64.57640075683594,111.73239135742188,187881.19385859199,-15589.348308348155,-0.07661722499150597,
long_spread,2022-02-25,67.82798767089844,119.53895568847656,0.9108268012966697,187620.67120654404,2022-04-28,75.98408508300781,137.77037048339844,174828.4223319529,-12792.24887459114,-0.06818144713121012,
short_spread,2022-06-14,84.59711456298828,143.84896850585938,0.9108268012966697,174573.54530508164,2022-08-19,83.62358856201172,136.6138916015625,167239.8913270873,-7333.653977994341,-0.04200896513373878,
long_spread,2022-10-27,95.59648895263672,154.12269592285156,0.9108268012966697,166993.04588990373,2022-12-12,95.05787658691406,148.19956970214844,171663.04329917207,4669.997409268341,0.02796522085325162,
short_spread,2023-01-13,101.38373565673828,155.01808166503906,0.9108268012966697,171423.7757701631,2023-01-27,103.58790588378906,156.66812133789062,170666.0151320385,-757.7606381246005,-0.004420394048142833,
short_spread,2023-01-30,101.75108337402344,152.0846405029297,0.9108268012966697,170429.87627037504,2023-04-14,104.78230285644531,151.87893676757812,166856.92264653748,-3572.9536238375586,-0.02096436201226432,
short_spread,2023-05-23,96.90287017822266,139.50064086914062,0.9108268012966697,166625.80070735447,2023-06-08,98.5331039428711,141.62632751464844,166721.46728371663,95.66657636215677,0.0005741402349218195,
long_spread,2023-07-13,95.20886993408203,140.087646484375,0.9108268012966697,166487.45079655858,2023-08-10,100.29082489013672,143.0404052734375,168597.96037872363,2110.5095821650466,0.01267668867573695,
short_spread,2023-10-30,97.21975708007812,131.1795196533203,0.9108268012966697,168375.06167390267,2023-12-14,94.1243667602539,136.03878784179688,176082.9695583205,7707.907884417829,0.045778203777860994,
short_spread,2024-03-07,100.41403198242188,137.0095977783203,0.9108268012966697,175858.69209308212,2024-04-29,111.88910675048828,152.56614685058594,177895.65547755294,2036.963384470815,0.011582955384386966,
short_spread,2024-07-25,110.71430969238281,145.9626922607422,0.9108268012966697,177675.574584243,2024-10-18,114.05768585205078,141.23489379882812,170294.05310431548,-7381.521479927527,-0.0415449422195489,
long_spread,2024-11-04,112.72713470458984,144.2516326904297,0.9108268012966697,170077.49886603953,2024-12-30,101.34040832519531,135.40696716308594,167527.93250658675,-2549.566359452787,-0.01499061531626201,True
