Date,cash,shares_a,shares_b,position,equity,costs,price_a,price_b,returns
2018-01-02,100000.0,0.0,0.0,0,100000.0,0.0,144.80929565429688,108.1119155883789,0.0
2018-01-03,100000.0,0.0,0.0,0,100000.0,0.0,146.63002014160156,109.18819427490234,0.0
2018-01-04,100000.0,0.0,0.0,0,100000.0,0.0,148.52694702148438,109.59416961669922,0.0
2018-01-05,100000.0,0.0,0.0,0,100000.0,0.0,151.6060028076172,112.21886444091797,0.0
2018-01-08,100000.0,0.0,0.0,0,100000.0,0.0,152.06431579589844,112.6720199584961,0.0
2018-01-09,100000.0,0.0,0.0,0,100000.0,0.0,152.28390502929688,112.45488739013672,0.0
2018-01-10,100000.0,0.0,0.0,0,100000.0,0.0,152.6276397705078,112.33216094970703,0.0
2018-01-11,100000.0,0.0,0.0,0,100000.0,0.0,153.63966369628906,113.14410400390625,0.0
2018-01-12,100000.0,0.0,0.0,0,100000.0,0.0,154.98585510253906,113.38013458251953,0.0
2018-01-16,100000.0,0.0,0.0,0,100000.0,0.0,154.94764709472656,113.66337585449219,0.0
2018-01-17,100000.0,0.0,0.0,0,100000.0,0.0,156.88583374023438,115.16450500488281,0.0
2018-01-18,100000.0,0.0,0.0,0,100000.0,0.0,157.9933319091797,116.23140716552734,0.0
2018-01-19,100000.0,0.0,0.0,0,100000.0,0.0,159.2823028564453,115.84428405761719,0.0
2018-01-22,100000.0,0.0,0.0,0,100000.0,0.0,160.6666717529297,117.38322448730469,0.0
2018-01-23,100000.0,0.0,0.0,0,100000.0,0.0,159.62594604492188,117.68537139892578,0.0
2018-01-24,100000.0,0.0,0.0,0,100000.0,0.0,159.45413208007812,117.59093475341797,0.0
2018-01-25,100000.0,0.0,0.0,0,100000.0,0.0,160.96266174316406,118.2235107421875,0.0
2018-01-26,100000.0,0.0,0.0,0,100000.0,0.0,162.6334686279297,119.26203918457031,0.0
2018-01-29,100000.0,0.0,0.0,0,100000.0,0.0,160.92446899414062,117.86473083496094,0.0
2018-01-30,100000.0,0.0,0.0,0,100000.0,0.0,159.62594604492188,116.64680480957031,0.0
2018-01-31,100000.0,0.0,0.0,0,100000.0,0.0,161.35409545898438,117.28883361816406,0.0
2018-02-01,100000.0,0.0,0.0,0,100000.0,0.0,165.1062469482422,118.695556640625,0.0
2018-02-02,100000.0,0.0,0.0,0,100000.0,0.0,162.83396911621094,114.15433502197266,0.0
2018-02-05,100000.0,0.0,0.0,0,100000.0,0.0,157.14361572265625,109.77356719970703,0.0
2018-02-06,100000.0,0.0,0.0,0,100000.0,0.0,161.62144470214844,113.266845703125,0.0
2018-02-07,100000.0,0.0,0.0,0,100000.0,0.0,161.0963134765625,112.96471405029297,0.0
2018-02-08,100000.0,0.0,0.0,0,100000.0,0.0,153.35325622558594,107.49822235107422,0.0
2018-02-09,100000.0,0.0,0.0,0,100000.0,0.0,157.72601318359375,109.82079315185547,0.0
2018-02-12,100000.0,0.0,0.0,0,100000.0,0.0,160.5807342529297,111.85064697265625,0.0
2018-02-13,100000.0,0.0,0.0,0,100000.0,0.0,162.42340087890625,111.73733520507812,0.0
2018-02-14,100000.0,0.0,0.0,0,100000.0,0.0,164.71485900878906,114.07878875732422,0.0
2018-02-15,100000.0,0.0,0.0,0,100000.0,0.0,166.78668212890625,115.64877319335938,0.0
2018-02-16,100000.0,0.0,0.0,0,100000.0,0.0,167.7032470703125,115.2420654296875,0.0
2018-02-20,100000.0,0.0,0.0,0,100000.0,0.0,167.4167938232422,115.39340209960938,0.0
2018-02-21,100000.0,0.0,0.0,0,100000.0,0.0,164.52392578125,113.89908599853516,0.0
2018-02-22,100000.0,0.0,0.0,0,100000.0,0.0,165.1253662109375,113.85182189941406,0.0
2018-02-23,100000.0,0.0,0.0,0,100000.0,0.0,167.80824279785156,116.26351928710938,0.0
2018-02-26,100000.0,0.0,0.0,0,100000.0,0.0,169.82278442382812,117.83346557617188,0.0
2018-02-27,100000.0,0.0,0.0,0,100000.0,0.0,167.97056579589844,116.67965698242188,0.0
2018-02-28,100000.0,0.0,0.0,0,100000.0,0.0,167.80824279785156,116.27298736572266,0.0
2018-03-01,100000.0,0.0,0.0,0,100000.0,0.0,165.64096069335938,113.8707046508789,0.0
2018-03-02,100000.0,0.0,0.0,0,100000.0,0.0,167.101806640625,114.22064971923828,0.0
2018-03-05,100000.0,0.0,0.0,0,100000.0,0.0,170.4529266357422,115.27043914794922,0.0
2018-03-06,100000.0,0.0,0.0,0,100000.0,0.0,169.49818420410156,114.49492645263672,0.0
2018-03-07,100000.0,0.0,0.0,0,100000.0,0.0,171.1021728515625,115.2420654296875,0.0
2018-03-08,100000.0,0.0,0.0,0,100000.0,0.0,171.14036560058594,115.5920181274414,0.0
2018-03-09,100000.0,0.0,0.0,0,100000.0,0.0,174.94985961914062,117.7578125,0.0
2018-03-12,100000.0,0.0,0.0,0,100000.0,0.0,174.28155517578125,117.50248718261719,0.0
2018-03-13,100000.0,0.0,0.0,0,100000.0,0.0,172.82070922851562,116.51886749267578,0.0
2018-03-14,100000.0,0.0,0.0,0,100000.0,0.0,171.9709930419922,115.9324951171875,0.0
2018-03-15,100000.0,0.0,0.0,0,100000.0,0.0,172.76345825195312,116.71749114990234,0.0
2018-03-16,100000.0,0.0,0.0,0,100000.0,0.0,174.2910919189453,117.77674865722656,0.0
2018-03-19,100000.0,0.0,0.0,0,100000.0,0.0,172.41021728515625,116.52833557128906,0.0
2018-03-20,100000.0,0.0,0.0,0,100000.0,0.0,174.2528839111328,118.13613891601562,0.0
2018-03-21,100000.0,0.0,0.0,0,100000.0,0.0,172.57252502441406,116.53778839111328,0.0
2018-03-22,100000.0,0.0,0.0,0,100000.0,0.0,167.57913208007812,113.48294067382812,0.0
2018-03-23,100000.0,0.0,0.0,0,100000.0,0.0,164.05609130859375,110.65509796142578,0.0
2018-03-26,100000.0,0.0,0.0,0,100000.0,0.0,169.15451049804688,114.09773254394531,0.0
2018-03-27,100000.0,0.0,0.0,0,100000.0,0.0,164.71485900878906,111.03340148925781,0.0
2018-03-28,100000.0,0.0,0.0,0,100000.0,0.0,162.64297485351562,110.64563751220703,0.0
2018-03-29,100000.0,0.0,0.0,0,100000.0,0.0,167.23541259765625,113.13301086425781,0.0
2018-04-02,100000.0,0.0,0.0,0,100000.0,0.0,163.83648681640625,111.96973419189453,0.0
2018-04-03,100000.0,0.0,0.0,0,100000.0,0.0,164.66714477539062,112.73579406738281,0.0
2018-04-04,100000.0,0.0,0.0,0,100000.0,0.0,165.8319091796875,113.31271362304688,0.0
2018-04-05,100000.0,0.0,0.0,0,100000.0,0.0,167.846435546875,114.61788177490234,0.0
2018-04-06,100000.0,0.0,0.0,0,100000.0,0.0,162.25318908691406,111.31714630126953,0.0
2018-04-09,100000.0,0.0,0.0,0,100000.0,0.0,162.8650665283203,112.3480224609375,0.0
2018-04-10,100000.0,0.0,0.0,0,100000.0,0.0,167.0528564453125,114.17337799072266,0.0
2018-04-11,100000.0,0.0,0.0,0,100000.0,0.0,164.79644775390625,113.28435516357422,0.0
2018-04-12,100000.0,0.0,0.0,0,100000.0,0.0,167.12930297851562,114.5043716430664,0.0
2018-04-13,100000.0,0.0,0.0,0,100000.0,0.0,166.62261962890625,114.20175170898438,0.0
2018-04-16,100000.0,0.0,0.0,0,100000.0,0.0,166.2401580810547,115.27043914794922,0.0
2018-04-17,100000.0,0.0,0.0,0,100000.0,0.0,170.51402282714844,117.08633422851562,0.0
2018-04-18,100000.0,0.0,0.0,0,100000.0,0.0,171.5849151611328,117.72944641113281,0.0
2018-04-19,100000.0,0.0,0.0,0,100000.0,0.0,171.1546173095703,117.2376480102539,0.0
2018-04-20,100000.0,0.0,0.0,0,100000.0,0.0,169.3092803955078,117.46465301513672,0.0
2018-04-23,100000.0,0.0,0.0,0,100000.0,0.0,167.73171997070312,117.71052551269531,0.0
2018-04-24,100000.0,0.0,0.0,0,100000.0,0.0,165.63783264160156,114.69355010986328,0.0
2018-04-25,100000.0,0.0,0.0,0,100000.0,0.0,164.90162658691406,114.63679504394531,0.0
2018-04-26,100000.0,0.0,0.0,0,100000.0,0.0,170.34197998046875,120.1884765625,0.0
2018-04-27,135329.2578298622,594.4620583702309,-1137.5134179166532,1,99764.43517734748,235.56482265251475,168.2193145751953,119.17646026611328,-0.002355648226525231
2018-04-30,134866.39344219488,586.6924585991321,-1122.646154536216,1,100149.62575778784,3.1083667733316878,170.44705200195312,119.99931335449219,0.0038610009644781673
2018-05-01,134487.2906192231,580.247742128327,-1110.3140782380117,1,100588.80204928722,2.5978721369151225,172.34017944335938,120.59514617919922,0.004385201523982918
2018-05-02,133592.29920289735,562.8545699941727,-1077.0319428953849,1,104858.51798690413,7.068266372301012,177.66578674316406,119.52642822265625,0.04244722922065236
2018-05-03,104168.87534240833,0.0,0.0,0,104168.87534240833,229.9038387788199,178.29678344726562,120.28304290771484,-0.0065768871974896115
2018-05-04,104168.87534240833,0.0,0.0,0,104168.87534240833,0.0,179.91262817382812,121.20989227294922,0.0
2018-05-07,104168.87534240833,0.0,0.0,0,104168.87534240833,0.0,180.8018341064453,122.25020599365234,0.0
