total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,n_trades,win_rate,avg_trade_return,avg_winner,avg_loser,profit_factor,exposure_fraction,total_costs,final_equity,start,end
0.22835521450927443,0.029886982889017144,0.08926209103307949,0.37454459155803826,-0.18842760550952875,0.15861254940962333,35,0.8,0.008142355448354727,0.016873527514731004,-0.026782332817150385,2.4395781696400807,0.5585227272727272,17550.809239364276,122835.52145092745,2018-01-02,2024-12-30
