total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,n_trades,win_rate,avg_trade_return,avg_winner,avg_loser,profit_factor,exposure_fraction,total_costs,final_equity,start,end,ticker_a,ticker_b,cointegration_p,is_cointegrated
0.05241804148785323,0.007342039827854974,0.09455701290777638,0.1246476870800408,-0.17611394340518327,0.04168914559458378,29,0.7241379310344828,0.004060832683880663,0.017002997407146538,-0.029912349714692258,1.4391811391183713,0.4715909090909091,12927.335487034188,105241.80414878533,2018-01-02,2024-12-30,EWA,EWC,0.03714159800253337,True
