Date,cash,shares_a,shares_b,position,equity,costs,price_a,price_b,returns
2018-01-02,100000.0,0.0,0.0,0,100000.0,0.0,16.82554054260254,25.19771957397461,0.0
2018-01-03,100000.0,0.0,0.0,0,100000.0,0.0,16.93376922607422,25.290388107299805,0.0
2018-01-04,100000.0,0.0,0.0,0,100000.0,0.0,16.99870491027832,25.467308044433594,0.0
2018-01-05,100000.0,0.0,0.0,0,100000.0,0.0,17.099716186523438,25.559974670410156,0.0
2018-01-08,100000.0,0.0,0.0,0,100000.0,0.0,17.005916595458984,25.475730895996094,0.0
2018-01-09,100000.0,0.0,0.0,0,100000.0,0.0,17.02756118774414,25.40833282470703,0.0
2018-01-10,100000.0,0.0,0.0,0,100000.0,0.0,16.883262634277344,25.155601501464844,0.0
2018-01-11,100000.0,0.0,0.0,0,100000.0,0.0,16.984275817871094,25.281965255737305,0.0
2018-01-12,100000.0,0.0,0.0,0,100000.0,0.0,17.07807159423828,25.366214752197266,0.0
2018-01-16,100000.0,0.0,0.0,0,100000.0,0.0,16.926557540893555,25.467308044433594,0.0
2018-01-17,100000.0,0.0,0.0,0,100000.0,0.0,17.02035140991211,25.526275634765625,0.0
2018-01-18,100000.0,0.0,0.0,0,100000.0,0.0,17.03478240966797,25.467308044433594,0.0
2018-01-19,100000.0,0.0,0.0,0,100000.0,0.0,17.07085418701172,25.3914852142334,0.0
2018-01-22,100000.0,0.0,0.0,0,100000.0,0.0,17.09250259399414,25.492578506469727,0.0
2018-01-23,100000.0,0.0,0.0,0,100000.0,0.0,17.12857437133789,25.55155372619629,0.0
2018-01-24,100000.0,0.0,0.0,0,100000.0,0.0,17.22958755493164,25.62737274169922,0.0
2018-01-25,100000.0,0.0,0.0,0,100000.0,0.0,17.179080963134766,25.442031860351562,0.0
2018-01-26,100000.0,0.0,0.0,0,100000.0,0.0,17.39552879333496,25.543127059936523,0.0
2018-01-29,100000.0,0.0,0.0,0,100000.0,0.0,17.272878646850586,25.307239532470703,0.0
2018-01-30,100000.0,0.0,0.0,0,100000.0,0.0,17.135787963867188,25.147174835205078,0.0
2018-01-31,100000.0,0.0,0.0,0,100000.0,0.0,17.150218963623047,25.17244529724121,0.0
