total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio,n_trades,win_rate,avg_trade_return,avg_winner,avg_loser,profit_factor,exposure_fraction,total_costs,final_equity,start,end
-0.201707874568405,-0.03174141766750804,0.11715321429720986,-0.2167708458888994,-0.37382989423296,-0.08490871959995716,26,0.5769230769230769,-0.005645350850916474,0.021602831698900822,-0.04280196341884915,0.5944149906651909,0.5857954545454546,9293.431162326113,79829.2125431595,2018-01-02,2024-12-30
